project,organization,location,recording_date,recording_time,status,latitude,longitude,buffer_radius_m,species_code,scientific_name,species_english_name,species_class,method,rain,wind,noise,industry_noise,audio_issues,species_individual_name,transcriber,confidence,abundance,min0_voc,min0_start,min0_freq_range,min0_tag_duration,min1_voc,min1_start,min1_freq_range,min1_tag_duration,min2_voc,min2_start,min2_freq_range,min2_tag_duration,min3_voc,min3_start,min3_freq_range,min3_tag_duration,min4_voc,min4_start,min4_freq_range,min4_tag_duration,min5_voc,min5_start,min5_freq_range,min5_tag_duration,min6_voc,min6_start,min6_freq_range,min6_tag_duration,min7_voc,min7_start,min7_freq_range,min7_tag_duration,min8_voc,min8_start,min8_freq_range,min8_tag_duration,min9_voc,min9_start,min9_freq_range,min9_tag_duration,daily_weather_station_nm,daily_weather_station_elevation,daily_weather_station_distance,daily_min_temp,daily_max_temp,daily_mean_temp,daily_total_rain_mm,daily_total_snow_cm,daily_precipitation_mm,daily_snow_on_ground_cm,hourly_weather_station_nm,hourly_weather_station_elevation,hourly_weather_station_distance,hourly_temp,hourly_dew_point,hourly_rel_humidity,hourly_precipitation_mm,hourly_wind_direction,hourly_wind_speed,hourly_visibility_km,hourly_station_pressure,hourly_humidex,hourly_wind_chill,hourly_weather_attributes,land_features,equipment_used,task_comment,species_comment,original_file_name,tagged_in_wildtrax
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,12-VWL64-43,2021-06-26,7:18:00,Active,58.99991,-109.88329,,SWTH,Catharus ustulatus,Swainson's Thrush,AVES,3m 1SPR,None,None,None,None,None,3,Maya Meron,Confident,1,Song,9.2,1.54kHz to 5.09kHz,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EGG ISLAND,214.90m,32km,12.8,21.5,17.1,,,,,EGG ISLAND,214.90m,32km,14.1,13.3,95,,,,,98.46,,,NA,,,,,12-VWL64-43_20210626_071800.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,12-VWL64-43,2021-06-26,7:18:00,Active,58.99991,-109.88329,,YRWA,Setophaga coronata,Yellow-rumped Warbler,AVES,3m 1SPR,None,None,None,None,None,1,Maya Meron,Confident,1,Song,10.2,2.52kHz to 6.54kHz,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EGG ISLAND,214.90m,32km,12.8,21.5,17.1,,,,,EGG ISLAND,214.90m,32km,14.1,13.3,95,,,,,98.46,,,NA,,,,,12-VWL64-43_20210626_071800.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,12-VWL64-43,2021-06-26,7:18:00,Active,58.99991,-109.88329,,DEJU,Junco hyemalis,Dark-eyed Junco,AVES,3m 1SPR,None,None,None,None,None,2,Maya Meron,Confident,1,Song,12.4,2.80kHz to 7.80kHz,2.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EGG ISLAND,214.90m,32km,12.8,21.5,17.1,,,,,EGG ISLAND,214.90m,32km,14.1,13.3,95,,,,,98.46,,,NA,,,,,12-VWL64-43_20210626_071800.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,12-VWL64-43,2021-06-26,7:18:00,Active,58.99991,-109.88329,,CAJA,Perisoreus canadensis,Canada Jay,AVES,3m 1SPR,None,None,None,None,None,1,Maya Meron,Confident,1,Call,14.9,1.31kHz to 2.24kHz,2.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EGG ISLAND,214.90m,32km,12.8,21.5,17.1,,,,,EGG ISLAND,214.90m,32km,14.1,13.3,95,,,,,98.46,,,NA,,,,,12-VWL64-43_20210626_071800.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,12-VWL64-43,2021-06-26,7:18:00,Active,58.99991,-109.88329,,REVI,Vireo olivaceus,Red-eyed Vireo,AVES,3m 1SPR,None,None,None,None,None,1,Maya Meron,Confident,1,Song,16,2.29kHz to 5.00kHz,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EGG ISLAND,214.90m,32km,12.8,21.5,17.1,,,,,EGG ISLAND,214.90m,32km,14.1,13.3,95,,,,,98.46,,,NA,,,,,12-VWL64-43_20210626_071800.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,12-VWL68-32,2021-06-24,3:02:00,Active,59.44228,-109.85126,,LIRA, ,Light rain,ABIOTIC,3m 1SPR,Light,Light,None,None,None,1,Chris Chutter,Confident,1,Non-vocal,0.3,0.23kHz to 11.77kHz,8.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,URANIUM CITY (AUT),318.20m,79km,5.9,23.4,14.7,,,0.4,,EGG ISLAND,214.90m,62km,8.9,5.4,79,,,,,98.32,,,NA,,,,,12-VWL68-32_20210624_030200.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,12-VWL68-32,2021-06-24,3:02:00,Active,59.44228,-109.85126,,YRWA,Setophaga coronata,Yellow-rumped Warbler,AVES,3m 1SPR,Light,Light,None,None,None,1,Chris Chutter,Confident,1,Song,0.9,2.19kHz to 3.74kHz,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,URANIUM CITY (AUT),318.20m,79km,5.9,23.4,14.7,,,0.4,,EGG ISLAND,214.90m,62km,8.9,5.4,79,,,,,98.32,,,NA,,,,,12-VWL68-32_20210624_030200.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,12-VWL68-32,2021-06-24,3:02:00,Active,59.44228,-109.85126,,OSFL,Contopus cooperi,Olive-sided Flycatcher,AVES,3m 1SPR,Light,Light,None,None,None,1,Chris Chutter,Confident,1,Song,1.7,2.10kHz to 4.34kHz,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,URANIUM CITY (AUT),318.20m,79km,5.9,23.4,14.7,,,0.4,,EGG ISLAND,214.90m,62km,8.9,5.4,79,,,,,98.32,,,NA,,,,,12-VWL68-32_20210624_030200.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,12-VWL68-32,2021-06-24,3:02:00,Active,59.44228,-109.85126,,ALFL,Empidonax alnorum,Alder Flycatcher,AVES,3m 1SPR,Light,Light,None,None,None,1,Chris Chutter,Confident,1,Song,3.5,1.96kHz to 5.14kHz,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,URANIUM CITY (AUT),318.20m,79km,5.9,23.4,14.7,,,0.4,,EGG ISLAND,214.90m,62km,8.9,5.4,79,,,,,98.32,,,NA,,,,,12-VWL68-32_20210624_030200.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,12-VWL68-32,2021-06-24,3:02:00,Active,59.44228,-109.85126,,WTSP,Zonotrichia albicollis,White-throated Sparrow,AVES,3m 1SPR,Light,Light,None,None,None,1,Chris Chutter,Confident,1,Song,5.1,2.52kHz to 5.00kHz,2.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,URANIUM CITY (AUT),318.20m,79km,5.9,23.4,14.7,,,0.4,,EGG ISLAND,214.90m,62km,8.9,5.4,79,,,,,98.32,,,NA,,,,,12-VWL68-32_20210624_030200.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,12-VWL68-32,2021-06-24,3:02:00,Active,59.44228,-109.85126,,WTSP,Zonotrichia albicollis,White-throated Sparrow,AVES,3m 1SPR,Light,Light,None,None,None,2,Chris Chutter,Confident,1,Song,10.1,3.41kHz to 4.86kHz,3.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,URANIUM CITY (AUT),318.20m,79km,5.9,23.4,14.7,,,0.4,,EGG ISLAND,214.90m,62km,8.9,5.4,79,,,,,98.32,,,NA,,,,,12-VWL68-32_20210624_030200.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,12-VWL68-32,2021-06-24,3:02:00,Active,59.44228,-109.85126,,CHSP,Spizella passerina,Chipping Sparrow,AVES,3m 1SPR,Light,Light,None,None,None,1,Chris Chutter,Confident,1,Song,10.6,3.60kHz to 5.65kHz,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,URANIUM CITY (AUT),318.20m,79km,5.9,23.4,14.7,,,0.4,,EGG ISLAND,214.90m,62km,8.9,5.4,79,,,,,98.32,,,NA,,,,,12-VWL68-32_20210624_030200.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,12-VWL68-32,2021-06-24,3:02:00,Active,59.44228,-109.85126,,ALFL,Empidonax alnorum,Alder Flycatcher,AVES,3m 1SPR,Light,Light,None,None,None,2,Chris Chutter,Confident,1,Song,14.1,1.82kHz to 4.86kHz,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,URANIUM CITY (AUT),318.20m,79km,5.9,23.4,14.7,,,0.4,,EGG ISLAND,214.90m,62km,8.9,5.4,79,,,,,98.32,,,NA,,,,,12-VWL68-32_20210624_030200.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,12-VWL68-32,2021-06-24,3:02:00,Active,59.44228,-109.85126,,LISP,Melospiza lincolnii,Lincoln's Sparrow,AVES,3m 1SPR,Light,Light,None,None,None,1,Chris Chutter,Confident,1,Song,15.4,1.59kHz to 6.30kHz,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,URANIUM CITY (AUT),318.20m,79km,5.9,23.4,14.7,,,0.4,,EGG ISLAND,214.90m,62km,8.9,5.4,79,,,,,98.32,,,NA,,,,,12-VWL68-32_20210624_030200.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,12-VWL68-32,2021-06-24,3:02:00,Active,59.44228,-109.85126,,LIWI, ,Light wind,ABIOTIC,3m 1SPR,Light,Light,None,None,None,1,Chris Chutter,Confident,1,Non-vocal,29.1,0.14kHz to 1.87kHz,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,URANIUM CITY (AUT),318.20m,79km,5.9,23.4,14.7,,,0.4,,EGG ISLAND,214.90m,62km,8.9,5.4,79,,,,,98.32,,,NA,,,,,12-VWL68-32_20210624_030200.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,12-VWL68-32,2021-06-24,3:02:00,Active,59.44228,-109.85126,,CHSP,Spizella passerina,Chipping Sparrow,AVES,3m 1SPR,Light,Light,None,None,None,2,Chris Chutter,Confident,1,Song,51.6,2.29kHz to 6.68kHz,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,URANIUM CITY (AUT),318.20m,79km,5.9,23.4,14.7,,,0.4,,EGG ISLAND,214.90m,62km,8.9,5.4,79,,,,,98.32,,,NA,,,,,12-VWL68-32_20210624_030200.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,12-VWL68-32,2021-06-24,3:02:00,Active,59.44228,-109.85126,,WTSP,Zonotrichia albicollis,White-throated Sparrow,AVES,3m 1SPR,Light,Light,None,None,None,3,Chris Chutter,Confident,1,Song,59.1,3.27kHz to 5.18kHz,3.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,URANIUM CITY (AUT),318.20m,79km,5.9,23.4,14.7,,,0.4,,EGG ISLAND,214.90m,62km,8.9,5.4,79,,,,,98.32,,,NA,,,,,12-VWL68-32_20210624_030200.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,12-VWL68-32,2021-06-24,3:52:00,Active,59.44228,-109.85126,,CHSP,Spizella passerina,Chipping Sparrow,AVES,3m 1SPR,Light,Light,Light,None,None,1,Chris Chutter,Confident,1,Song,0,4.02kHz to 6.68kHz,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,URANIUM CITY (AUT),318.20m,79km,5.9,23.4,14.7,,,0.4,,EGG ISLAND,214.90m,62km,8.9,5.4,79,,,,,98.32,,,NA,,,,,12-VWL68-32_20210624_035200.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,12-VWL68-32,2021-06-24,3:52:00,Active,59.44228,-109.85126,,LIWI, ,Light wind,ABIOTIC,3m 1SPR,Light,Light,Light,None,None,1,Chris Chutter,Confident,1,Non-vocal,0.3,0.05kHz to 2.29kHz,3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,URANIUM CITY (AUT),318.20m,79km,5.9,23.4,14.7,,,0.4,,EGG ISLAND,214.90m,62km,8.9,5.4,79,,,,,98.32,,,NA,,,,,12-VWL68-32_20210624_035200.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,12-VWL68-32,2021-06-24,3:52:00,Active,59.44228,-109.85126,,HETH,Catharus guttatus,Hermit Thrush,AVES,3m 1SPR,Light,Light,Light,None,None,1,Chris Chutter,Confident,1,Song,1.5,1.35kHz to 5.00kHz,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,URANIUM CITY (AUT),318.20m,79km,5.9,23.4,14.7,,,0.4,,EGG ISLAND,214.90m,62km,8.9,5.4,79,,,,,98.32,,,NA,,,,,12-VWL68-32_20210624_035200.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,12-VWL68-32,2021-06-24,3:52:00,Active,59.44228,-109.85126,,OSFL,Contopus cooperi,Olive-sided Flycatcher,AVES,3m 1SPR,Light,Light,Light,None,None,1,Chris Chutter,Confident,1,Song,2.4,1.77kHz to 4.25kHz,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,URANIUM CITY (AUT),318.20m,79km,5.9,23.4,14.7,,,0.4,,EGG ISLAND,214.90m,62km,8.9,5.4,79,,,,,98.32,,,NA,,,,,12-VWL68-32_20210624_035200.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,12-VWL68-32,2021-06-24,3:52:00,Active,59.44228,-109.85126,,YRWA,Setophaga coronata,Yellow-rumped Warbler,AVES,3m 1SPR,Light,Light,Light,None,None,1,Chris Chutter,Confident,1,Song,2.9,2.99kHz to 5.74kHz,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,URANIUM CITY (AUT),318.20m,79km,5.9,23.4,14.7,,,0.4,,EGG ISLAND,214.90m,62km,8.9,5.4,79,,,,,98.32,,,NA,,,,,12-VWL68-32_20210624_035200.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,12-VWL68-32,2021-06-24,3:52:00,Active,59.44228,-109.85126,,LIRA, ,Light rain,ABIOTIC,3m 1SPR,Light,Light,Light,None,None,1,Chris Chutter,Confident,1,Non-vocal,3,0.47kHz to 10.51kHz,5.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,URANIUM CITY (AUT),318.20m,79km,5.9,23.4,14.7,,,0.4,,EGG ISLAND,214.90m,62km,8.9,5.4,79,,,,,98.32,,,NA,,,,,12-VWL68-32_20210624_035200.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,12-VWL68-32,2021-06-24,3:52:00,Active,59.44228,-109.85126,,ALFL,Empidonax alnorum,Alder Flycatcher,AVES,3m 1SPR,Light,Light,Light,None,None,1,Chris Chutter,Confident,1,Song,5.6,1.91kHz to 5.79kHz,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,URANIUM CITY (AUT),318.20m,79km,5.9,23.4,14.7,,,0.4,,EGG ISLAND,214.90m,62km,8.9,5.4,79,,,,,98.32,,,NA,,,,,12-VWL68-32_20210624_035200.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,12-VWL68-32,2021-06-24,3:52:00,Active,59.44228,-109.85126,,LISP,Melospiza lincolnii,Lincoln's Sparrow,AVES,3m 1SPR,Light,Light,Light,None,None,1,Chris Chutter,Confident,1,Song,7.1,1.77kHz to 6.07kHz,1.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,URANIUM CITY (AUT),318.20m,79km,5.9,23.4,14.7,,,0.4,,EGG ISLAND,214.90m,62km,8.9,5.4,79,,,,,98.32,,,NA,,,,,12-VWL68-32_20210624_035200.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,12-VWL68-32,2021-06-24,3:52:00,Active,59.44228,-109.85126,,LIBA, ,Light Background Noise,ABIOTIC,3m 1SPR,Light,Light,Light,None,None,1,Chris Chutter,Confident,1,Non-vocal,7.8,0.28kHz to 1.77kHz,3.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,URANIUM CITY (AUT),318.20m,79km,5.9,23.4,14.7,,,0.4,,EGG ISLAND,214.90m,62km,8.9,5.4,79,,,,,98.32,,,NA,,,,Flies,12-VWL68-32_20210624_035200.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,12-VWL68-32,2021-06-24,3:52:00,Active,59.44228,-109.85126,,CHSP,Spizella passerina,Chipping Sparrow,AVES,3m 1SPR,Light,Light,Light,None,None,2,Chris Chutter,Confident,1,Song,9,2.24kHz to 5.79kHz,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,URANIUM CITY (AUT),318.20m,79km,5.9,23.4,14.7,,,0.4,,EGG ISLAND,214.90m,62km,8.9,5.4,79,,,,,98.32,,,NA,,,,,12-VWL68-32_20210624_035200.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,12-VWL68-32,2021-06-24,3:52:00,Active,59.44228,-109.85126,,WTSP,Zonotrichia albicollis,White-throated Sparrow,AVES,3m 1SPR,Light,Light,Light,None,None,1,Chris Chutter,Confident,1,Song,15,3.18kHz to 5.56kHz,3.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,URANIUM CITY (AUT),318.20m,79km,5.9,23.4,14.7,,,0.4,,EGG ISLAND,214.90m,62km,8.9,5.4,79,,,,,98.32,,,NA,,,,,12-VWL68-32_20210624_035200.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,12-VWL68-32,2021-06-24,3:52:00,Active,59.44228,-109.85126,,CHSP,Spizella passerina,Chipping Sparrow,AVES,3m 1SPR,Light,Light,Light,None,None,3,Chris Chutter,Confident,1,,,,,Song,13.4,3.88kHz to 6.96kHz,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,URANIUM CITY (AUT),318.20m,79km,5.9,23.4,14.7,,,0.4,,EGG ISLAND,214.90m,62km,8.9,5.4,79,,,,,98.32,,,NA,,,,,12-VWL68-32_20210624_035200.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,12-VWL68-32,2021-06-24,3:52:00,Active,59.44228,-109.85126,,ALFL,Empidonax alnorum,Alder Flycatcher,AVES,3m 1SPR,Light,Light,Light,None,None,2,Chris Chutter,Confident,1,,,,,Song,15.8,2.19kHz to 5.28kHz,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,URANIUM CITY (AUT),318.20m,79km,5.9,23.4,14.7,,,0.4,,EGG ISLAND,214.90m,62km,8.9,5.4,79,,,,,98.32,,,NA,,,,,12-VWL68-32_20210624_035200.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,12-VWL68-32,2021-06-24,3:52:00,Active,59.44228,-109.85126,,WTSP,Zonotrichia albicollis,White-throated Sparrow,AVES,3m 1SPR,Light,Light,Light,None,None,2,Chris Chutter,Confident,1,,,,,Song,26.5,2.71kHz to 4.81kHz,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,URANIUM CITY (AUT),318.20m,79km,5.9,23.4,14.7,,,0.4,,EGG ISLAND,214.90m,62km,8.9,5.4,79,,,,,98.32,,,NA,,,,,12-VWL68-32_20210624_035200.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,12-VWL68-32,2021-06-24,3:52:00,Active,59.44228,-109.85126,,RESQ,Tamiasciurus hudsonicus,Red Squirrel,MAMMALIA,3m 1SPR,Light,Light,Light,None,None,1,Chris Chutter,Confident,1,,,,,Call,59.8,0.33kHz to 4.06kHz,5.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,URANIUM CITY (AUT),318.20m,79km,5.9,23.4,14.7,,,0.4,,EGG ISLAND,214.90m,62km,8.9,5.4,79,,,,,98.32,,,NA,,,,,12-VWL68-32_20210624_035200.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,12-VWL68-32,2021-06-24,3:52:00,Active,59.44228,-109.85126,,YRWA,Setophaga coronata,Yellow-rumped Warbler,AVES,3m 1SPR,Light,Light,Light,None,None,2,Chris Chutter,Confident,1,,,,,,,,,Song,29,2.57kHz to 4.48kHz,2.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,URANIUM CITY (AUT),318.20m,79km,5.9,23.4,14.7,,,0.4,,EGG ISLAND,214.90m,62km,8.9,5.4,79,,,,,98.32,,,NA,,,,,12-VWL68-32_20210624_035200.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,12-VWL68-32,2021-06-24,3:52:00,Active,59.44228,-109.85126,,WTSP,Zonotrichia albicollis,White-throated Sparrow,AVES,3m 1SPR,Light,Light,Light,None,None,3,Chris Chutter,Confident,1,,,,,,,,,Song,41.4,1.59kHz to 4.62kHz,2.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,URANIUM CITY (AUT),318.20m,79km,5.9,23.4,14.7,,,0.4,,EGG ISLAND,214.90m,62km,8.9,5.4,79,,,,,98.32,,,NA,,,,,12-VWL68-32_20210624_035200.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,12-VWL68-32,2021-06-24,4:42:00,Active,59.44228,-109.85126,,SWSP,Melospiza georgiana,Swamp Sparrow,AVES,3m 1SPR,Light,None,Moderate,None,None,1,Stéphane Menu,Confident,1,Song,0,2.10kHz to 7.61kHz,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,URANIUM CITY (AUT),318.20m,79km,5.9,23.4,14.7,,,0.4,,EGG ISLAND,214.90m,62km,8.9,5.9,81,,,,,98.34,,,NA,,,,,12-VWL68-32_20210624_044200.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,12-VWL68-32,2021-06-24,4:42:00,Active,59.44228,-109.85126,,CHSP,Spizella passerina,Chipping Sparrow,AVES,3m 1SPR,Light,None,Moderate,None,None,1,Stéphane Menu,Confident,1,Song,4.1,4.06kHz to 6.58kHz,2.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,URANIUM CITY (AUT),318.20m,79km,5.9,23.4,14.7,,,0.4,,EGG ISLAND,214.90m,62km,8.9,5.9,81,,,,,98.34,,,NA,,,,,12-VWL68-32_20210624_044200.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,12-VWL68-32,2021-06-24,4:42:00,Active,59.44228,-109.85126,,ALFL,Empidonax alnorum,Alder Flycatcher,AVES,3m 1SPR,Light,None,Moderate,None,None,1,Stéphane Menu,Confident,1,Song,4.7,1.91kHz to 4.62kHz,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,URANIUM CITY (AUT),318.20m,79km,5.9,23.4,14.7,,,0.4,,EGG ISLAND,214.90m,62km,8.9,5.9,81,,,,,98.34,,,NA,,,,,12-VWL68-32_20210624_044200.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,12-VWL68-32,2021-06-24,4:42:00,Active,59.44228,-109.85126,,UNKN, ,Unidentified signal,UNKNOWN,3m 1SPR,Light,None,Moderate,None,None,1,Stéphane Menu,To Be Checked,1,,,,,Song,7.1,3.04kHz to 6.02kHz,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,URANIUM CITY (AUT),318.20m,79km,5.9,23.4,14.7,,,0.4,,EGG ISLAND,214.90m,62km,8.9,5.9,81,,,,,98.34,,,NA,,,,,12-VWL68-32_20210624_044200.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,12-VWL68-32,2021-06-24,4:42:00,Active,59.44228,-109.85126,,UNKN, ,Unidentified signal,UNKNOWN,3m 1SPR,Light,None,Moderate,None,None,2,Stéphane Menu,Confident,1,,,,,Call,27.6,5.79kHz to 8.82kHz,6.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,URANIUM CITY (AUT),318.20m,79km,5.9,23.4,14.7,,,0.4,,EGG ISLAND,214.90m,62km,8.9,5.9,81,,,,,98.34,,,NA,,,,,12-VWL68-32_20210624_044200.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,12-VWL68-32,2021-06-24,4:42:00,Active,59.44228,-109.85126,,WTSP,Zonotrichia albicollis,White-throated Sparrow,AVES,3m 1SPR,Light,None,Moderate,None,None,1,Stéphane Menu,Confident,1,,,,,Song,29.1,2.80kHz to 3.88kHz,1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,URANIUM CITY (AUT),318.20m,79km,5.9,23.4,14.7,,,0.4,,EGG ISLAND,214.90m,62km,8.9,5.9,81,,,,,98.34,,,NA,,,,,12-VWL68-32_20210624_044200.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,12-VWL68-32,2021-06-24,4:42:00,Active,59.44228,-109.85126,,WTSP,Zonotrichia albicollis,White-throated Sparrow,AVES,3m 1SPR,Light,None,Moderate,None,None,2,Stéphane Menu,Confident,1,,,,,Song,39.6,3.22kHz to 4.62kHz,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,URANIUM CITY (AUT),318.20m,79km,5.9,23.4,14.7,,,0.4,,EGG ISLAND,214.90m,62km,8.9,5.9,81,,,,,98.34,,,NA,,,,,12-VWL68-32_20210624_044200.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,12-VWL68-32,2021-06-24,5:32:00,Active,59.44228,-109.85126,,LIBA, ,Light Background Noise,ABIOTIC,3m 1SPR,Light,Light,Light,None,None,1,Chris Chutter,Confident,1,Non-vocal,0,0.05kHz to 1.91kHz,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,URANIUM CITY (AUT),318.20m,79km,5.9,23.4,14.7,,,0.4,,EGG ISLAND,214.90m,62km,8.9,6.4,84,,,,,98.35,,,NA,,,Low volume.,Flies,12-VWL68-32_20210624_053200.wav,t
