project_id,location_name,recording_date,task_id,tag_id,ar_action,audit_date,audit_comment,,source_code,target_code,created_by,deleted_by,ar_unique_name,ar_new_unique_name,audit_vocalizationd,current_tag_vocalization,audit_abundance,current_species_abundance
2772,630--305-3-5,2023-06-03 05:50:00,1201565,4558493,UPDATE,55:48.1,Dimension Change.,,TRUS,TRUS,Stéphane Menu,Stéphane Menu,1,,Call,Call,1,1
2772,511--355-3.3,2024-05-31 04:48:00,1173852,4275066,UPDATE,07:41.7,Dimension Change.,,UNWA,UNWA,Stéphane Menu,Stéphane Menu,1,,Song,Song,1,1
2772,633--313-4-9,2023-06-18 07:10:00,1197860,4507820,UPDATE,11:29.3,Dimension Change.,,AMRE,AMRE,Stéphane Menu,Stéphane Menu,2,,Song,Song,1,1
2772,667--319-2-9,2023-06-16 07:03:00,1201193,4503674,UPDATE,12:17.6,Dimension Change.,,MAWA,MAWA,Stéphane Menu,Stéphane Menu,2,,Song,Song,1,1
2772,667--319-2-9,2023-06-16 07:03:00,1201193,4503689,UPDATE,12:54.7,Dimension Change.,,MAWA,MAWA,Stéphane Menu,Stéphane Menu,1,,Song,Song,1,1
2772,594--358-1-4,2024-06-15 05:41:00,1173946,4267491,UPDATE,21:15.4,Dimension Change.,,WWCR,WWCR,Stéphane Menu,Stéphane Menu,2,,Song,Song,1,1
2772,669--317-4-5,2023-06-18 06:03:00,1201246,4548409,UPDATE,34:38.6,Dimension Change.,,PAWA,PAWA,Stéphane Menu,Stéphane Menu,1,,Song,Song,1,1
2772,511--355-3.7,2024-06-08 04:13:00,1173854,4270474,UPDATE,36:38.1,Dimension Change.,,DEJU,DEJU,Stéphane Menu,Stéphane Menu,2,,Song,Song,1,1
2772,591--357-1.7,2024-06-10 06:01:00,1176831,4754083,UPDATE,40:30.9,Dimension Change.,,DEJU,DEJU,Stéphane Menu,Stéphane Menu,1,,Song,Song,1,1
2772,667--319-4-5,2023-05-29 04:14:00,1201130,4504470,UPDATE,48:54.5,Dimension Change.,,UNTR,UNTR,Stéphane Menu,Stéphane Menu,1,,Song,Song,1,1
2772,667--319-2-1,2023-05-29 04:14:00,1201165,4504284,UPDATE,49:39.3,Dimension Change.,,DEJU,DEJU,Stéphane Menu,Stéphane Menu,1,,Song,Song,1,1
2772,667--319-2-1,2023-05-29 04:14:00,1201165,4504269,UPDATE,50:17.1,Dimension Change.,,DEJU,DEJU,Stéphane Menu,Stéphane Menu,2,,Song,Song,1,1
2772,630--305-3-5,2023-06-01 09:22:00,1201564,4394089,UPDATE,57:14.9,Dimension Change.,,EAKI,EAKI,Stéphane Menu,Stéphane Menu,1,,Call,Song,1,1
2772,511--355-3.7,2024-06-22 07:43:00,1173876,4283722,UPDATE,58:03.9,Dimension Change.,,UNPA,UNPA,Stéphane Menu,Stéphane Menu,1,,Song,Song,1,1
2772,667--319-4-1,2023-05-29 09:14:00,1201134,4552433,UPDATE,26:10.8,Dimension Change.,,BAWW,BAWW,Stéphane Menu,Stéphane Menu,2,,Song,Song,1,1
2772,669--317-1-5,2023-05-29 09:15:00,1201222,4546651,UPDATE,28:39.1,Dimension Change.,,YRWA,YRWA,Stéphane Menu,Stéphane Menu,1,,Song,Song,1,1
2772,511--355-3.9,2024-06-04 04:15:00,1173855,,UPDATE,37:19.1,Dimension Change.,,CMWA,CMWA,Stéphane Menu,Stéphane Menu,1,,Song,,1,
2772,542--353-3.1,2024-06-14 07:09:00,1178712,4369721,UPDATE,38:58.2,Dimension Change.,,TEWA,TEWA,Stéphane Menu,Stéphane Menu,1,,Song,Song,1,1
2772,542--353-3.1,2024-06-14 07:09:00,1178712,4369733,UPDATE,39:11.9,Dimension Change.,,TEWA,TEWA,Stéphane Menu,Stéphane Menu,2,,Song,Song,1,1
2772,542--353-3.1,2024-06-14 07:09:00,1178712,4369748,UPDATE,40:03.6,Dimension Change.,,TEWA,TEWA,Stéphane Menu,Stéphane Menu,3,,Song,Song,1,1
2772,542--353-3.1,2024-06-14 07:09:00,1178712,4369725,UPDATE,40:49.0,Dimension Change.,,BAWW,BAWW,Stéphane Menu,Stéphane Menu,1,,Song,Song,1,1
2772,542--353-3.1,2024-06-14 07:09:00,1178712,4369780,UPDATE,42:27.2,Dimension Change.,,YRWA,YRWA,Stéphane Menu,Stéphane Menu,1,,Song,Song,1,1
2772,542--353-3.1,2024-06-14 07:09:00,1178712,4369730,UPDATE,43:24.3,Dimension Change.,,KILL,KILL,Stéphane Menu,Stéphane Menu,1,,Call,Call,1,1
2772,667--319-4-3,2023-06-12 05:04:00,1201139,4467748,UPDATE,06:15.0,Dimension Change.,,CHSP,CHSP,Stéphane Menu,Stéphane Menu,1,,Song,Song,1,1
2772,630--305-2-3,2023-06-01 09:21:00,1201544,4553633,UPDATE,13:02.0,Dimension Change.,,FOSP,FOSP,Stéphane Menu,Stéphane Menu,1,,Song,Song,1,1
2772,637--315-3-3,2023-06-12 05:39:00,1201062,4407368,UPDATE,20:35.0,Dimension Change.,,BHVI,BHVI,Stéphane Menu,Stéphane Menu,1,,Song,Song,1,1
2772,667--316-3-1,2023-06-03 05:40:00,1201680,4486725,UPDATE,34:38.5,Dimension Change.,,UNBI,UNBI,Stéphane Menu,Stéphane Menu,1,,Call,Call,1,1
2772,667--316-3-7,2023-06-03 05:40:00,1201695,4433774,UPDATE,35:10.2,Dimension Change.,,UNBI,UNBI,Stéphane Menu,Stéphane Menu,2,,Call,Call,1,1
2772,542--353-3.9,2024-06-14 08:09:00,1178016,4453928,UPDATE,36:01.1,Dimension Change.,,UNBI,UNBI,Stéphane Menu,Stéphane Menu,1,,Call,Call,1,1
2772,633--313-4-1,2023-06-20 04:40:00,1197842,4390248,UPDATE,39:14.7,Dimension Change.,,SPGR,SPGR,Stéphane Menu,Stéphane Menu,1,,Song,Song,1,1
2772,542--353-3.1,2024-06-03 04:13:00,1178013,4411678,UPDATE,39:42.5,Dimension Change.,,SPGR,SPGR,Stéphane Menu,Stéphane Menu,1,,Song,Song,1,1
2772,669--317-4-5,2023-05-29 04:14:00,1201216,4817531,UPDATE,48:16.4,Dimension Change.,,UNBI,UNBI,Stéphane Menu,Stéphane Menu,1,,Call,Call,1,1
2772,630--305-3-5,2023-06-01 09:22:00,1201564,4394132,UPDATE,55:18.2,Dimension Change.,,PHVI,PHVI,Stéphane Menu,Stéphane Menu,1,,Song,Song,1,1
2772,630--305-3-5,2023-06-01 09:22:00,1201564,4394130,UPDATE,55:42.0,Dimension Change.,,REVI,REVI,Stéphane Menu,Stéphane Menu,1,,Song,Song,1,1
2772,542--353-3.9,2024-06-02 06:14:00,1179336,4377357,UPDATE,59:09.8,Dimension Change.,,UNVI,UNVI,Stéphane Menu,Stéphane Menu,1,,Song,Song,1,1
2772,563--366-3.5,2024-06-10 04:32:00,1173932,4265960,UPDATE,01:12.7,Dimension Change.,,PHVI,PHVI,Stéphane Menu,Stéphane Menu,1,,Song,Song,1,1
2772,511--355-3.3,2024-06-17 04:42:00,1173863,4367649,UPDATE,10:27.6,Dimension Change.,,GRTF,GRTF,Stéphane Menu,Stéphane Menu,1,,Song,Song,CI 1,CI 1
3001,13-UEV50-33,2024-06-03 03:34:00,1644541,4569243,UPDATE,13:42.1,Dimension Change.,,CAWA,CAWA,Erica Alex,Erica Alex,2,,Song,Song,1,1
3001,13-UEV10-33,2024-06-13 07:31:00,1645704,4731094,UPDATE,23:09.8,Dimension Change.,,CAWA,CAWA,Erica Alex,Erica Alex,1,,Song,Song,1,1
3001,13-UDU26-32,2024-06-14 06:39:00,1645741,4580454,UPDATE,30:15.6,Dimension Change.,,ALFL,ALFL,Erica Alex,Erica Alex,1,,Song,Song,1,1
3001,586--276-2,2024-05-30 03:40:00,1714992,4713158,UPDATE,36:20.8,Dimension Change.,,UNBI,UNBI,Erica Alex,Erica Alex,2,,Call,Call,1,1
3001,13-UDV90-60,2024-06-06 04:35:00,1689954,4779502,UPDATE,43:03.6,Dimension Change.,,CAJA,CAJA,Erica Alex,Erica Alex,2,,Call,Call,1,1
3001,586--276-4,2024-06-09 09:03:00,1645568,4577805,UPDATE,59:57.9,Dimension Change.,,LEYE,LEYE,Erica Alex,Erica Alex,1,,Call,Call,1,1
3001,580--271-33,2024-06-03 07:39:00,1645597,4624993,UPDATE,04:09.7,Dimension Change.,,LEYE,LEYE,Erica Alex,Erica Alex,1,,Call,Call,1,1
3001,580--271-33,2024-06-03 07:39:00,1645597,4624996,UPDATE,06:42.2,Dimension Change.,,LEYE,LEYE,Erica Alex,Erica Alex,2,,Song,Song,1,1
3001,586--279-1,2024-06-12 08:31:00,1645545,4733032,UPDATE,11:24.9,Dimension Change.,,CHSP,CHSP,Erica Alex,Erica Alex,1,,Song,Song,1,1
3001,13-UDU17-34,2024-06-03 07:43:00,1645732,4586438,UPDATE,16:29.0,Dimension Change.,,OCWA,OCWA,Erica Alex,Erica Alex,1,,Song,Song,1,1
3001,13-UDU17-34,2024-06-02 03:44:00,1689933,4779841,UPDATE,20:50.7,Dimension Change.,,UNTR,UNTR,Erica Alex,Erica Alex,1,,Song,Song,1,1
3001,578--277-4,2024-06-12 04:03:00,1645647,4585118,UPDATE,23:14.1,Dimension Change.,,PUFI,PUFI,Erica Alex,Erica Alex,1,,Song,Song,1,1
3001,586--279-1,2024-06-05 04:34:00,1644496,4587005,UPDATE,27:19.4,Dimension Change.,,UNPA,UNPA,Erica Alex,Erica Alex,2,,Song,Song,1,1
3001,13-UEV40-35,2024-05-29 06:08:00,1645685,4591389,UPDATE,43:33.3,Dimension Change.,,TRES,TRES,Erica Alex,Erica Alex,1,,Song,Song,1,1
3001,586--276-4,2024-05-30 08:40:00,1645557,4601005,UPDATE,58:59.5,Dimension Change.,,CHSP,CHSP,Erica Alex,Erica Alex,1,,Song,Song,1,1
3001,13-UEV40-35,2024-05-30 08:37:00,1645687,4781266,UPDATE,01:27.2,Dimension Change.,,SWSP,SWSP,Erica Alex,Erica Alex,1,,Song,Song,1,1
3001,586--279-1,2024-05-30 06:09:00,1645527,4575281,UPDATE,06:02.1,Dimension Change.,,UNTR,UNTR,Erica Alex,Erica Alex,2,,Song,Song,1,1
3001,13-UDU26-32,2024-06-14 06:39:00,1645741,4586228,UPDATE,11:32.7,Dimension Change.,,UNVI,UNVI,Erica Alex,Erica Alex,1,,Song,Song,1,1
3001,13-UEV40-43,2024-06-08 07:01:00,1645691,4593501,UPDATE,11:57.3,Dimension Change.,,UNVI,UNVI,Erica Alex,Erica Alex,1,,Song,Song,1,1
3001,578--277-3,2024-05-30 04:40:00,1645486,4730189,UPDATE,29:40.7,Dimension Change.,,UNWO,UNWO,Erica Alex,Erica Alex,1,,Song,Song,1,1
3001,578--277-4,2024-06-14 06:02:00,1645648,4646548,UPDATE,44:57.4,Dimension Change.,,GCKI,GCKI,Erica Alex,Erica Alex,2,,Song,Song,1,1
3001,578--277-5,2024-06-09 05:34:00,1645615,4585080,UPDATE,59:17.3,Dimension Change.,,WETA,WETA,Erica Alex,Erica Alex,1,,Song,Song,1,1
3001,578--277-5,2024-06-09 05:34:00,1645615,4585085,UPDATE,59:39.6,Dimension Change.,,WETA,WETA,Erica Alex,Erica Alex,2,,Song,Song,1,1
3001,13-UDU26-32,2024-05-31 05:46:00,1645725,4780007,UPDATE,06:41.6,Dimension Change.,,UNAM,UNAM,Erica Alex,Erica Alex,1,,Song,Song,1,1
3001,580--272-1,2024-06-02 07:10:00,1645575,4659960,UPDATE,12:08.2,Dimension Change.,,PHVI,PHVI,Erica Alex,Erica Alex,1,,Song,Song,1,1
3001,580--272-1,2024-06-02 07:10:00,1645575,4659964,UPDATE,12:15.8,Dimension Change.,,PHVI,PHVI,Erica Alex,Erica Alex,2,,Song,Song,1,1
3001,578--277-5,2024-06-09 05:34:00,1645615,4585081,UPDATE,18:46.5,Dimension Change.,,PHVI,PHVI,Erica Alex,Erica Alex,1,,Song,Song,1,1
3001,578--277-1,2024-06-09 09:04:00,1645616,4660044,UPDATE,20:34.5,Dimension Change.,,PHVI,PHVI,Erica Alex,Erica Alex,1,,Song,Song,1,1
3001,13-UDU26-32,2024-06-09 09:10:00,1645747,4591655,UPDATE,26:19.3,Dimension Change.,,PHVI,PHVI,Erica Alex,Erica Alex,1,,Song,Song,1,1
3001,13-UEV63-46,2024-05-30 03:35:00,1645462,4661299,UPDATE,34:26.2,Dimension Change.,,UNWA,UNWA,Erica Alex,Erica Alex,1,,Song,Song,1,1
3001,580--272-2,2024-06-02 09:10:00,1645581,4580334,UPDATE,51:51.3,Dimension Change.,,CSWA,CSWA,Erica Alex,Erica Alex,1,,Song,Song,1,1
3001,580--272-1,2024-06-02 03:40:00,1689940,4643867,UPDATE,53:08.5,Dimension Change.,,UNWA,UNWA,Erica Alex,Erica Alex,1,,Song,Song,1,1
3001,561--266-3,2024-06-02 03:44:00,1689936,4634925,UPDATE,01:27.7,Dimension Change.,,UNWA,UNWA,Erica Alex,Erica Alex,1,,Song,Song,1,1
2743,TWNWA-02-14,2024-06-11 06:47:00,1220948,4527240,UPDATE,05:42.9,Dimension Change.,,MALL,MALL,Kelsey Bell,Kelsey Bell,1,,Call,Call,1,1
2743,LMNWA-00-12,2018-06-10 05:45:00,1679999,4653578,UPDATE,09:45.1,Dimension Change.,,UNBI,UNBI,Kelsey Bell,Kelsey Bell,1,,Call,Call,1,1
2743,MCNWA-00-02,2024-06-18 05:52:00,1220192,4383236,UPDATE,02:28.5,Dimension Change.,,WEME,WEME,Kelsey Bell,Kelsey Bell,5,,Song,Song,1,1
2743,HSNWA-00-06,2024-06-23 05:22:00,1219771,,UPDATE,38:46.1,Dimension Change.,,WIFL,WIFL,Kelsey Bell,Kelsey Bell,1,,Song,,1,
2743,GSNWA-00-06,2024-06-15 05:14:00,1219686,4420806,UPDATE,18:28.6,Dimension Change.,,EAPH,EAPH,Kelsey Bell,Kelsey Bell,1,,Song,Song,1,1
2743,TWNWA-01-01,2020-07-07 05:57:00,1532361,4721788,UPDATE,37:14.0,Dimension Change.,,SWSP,SWSP,Kelsey Bell,Kelsey Bell,1,,Song,Song,1,1
2743,SDNWA-02-02,2024-06-20 05:12:00,1220578,4383922,UPDATE,02:40.4,Dimension Change.,,GRYE,GRYE,Kelsey Bell,Kelsey Bell,1,,Song,Call,1,1
2743,HSNWA-00-10,2020-06-27 04:44:00,1532325,4599693,UPDATE,23:55.6,Dimension Change.,,VESP,VESP,Kelsey Bell,Kelsey Bell,1,,Song,Song,1,1
2743,HSNWA-00-10,2020-06-27 04:44:00,1532325,4599840,UPDATE,24:21.0,Dimension Change.,,SPTO,SPTO,Kelsey Bell,Kelsey Bell,1,,Song,Song,1,1
2743,THNWA-00-05,2020-06-21 06:15:00,1532337,4719360,UPDATE,39:46.2,Dimension Change.,,SOSP,SOSP,Kelsey Bell,Kelsey Bell,1,,Song,Song,1,1
2743,THNWA-00-02,2020-06-20 04:32:00,1532333,4718514,UPDATE,59:00.7,Dimension Change.,,GRCA,GRCA,Kelsey Bell,Kelsey Bell,1,,Call,Call,1,1
2743,THNWA-00-15,2024-06-02 06:57:00,1220660,4391595,UPDATE,39:00.5,Dimension Change.,,YEWA,YEWA,Kelsey Bell,Kelsey Bell,6,,Song,Song,1,1
2743,THNWA-00-15,2024-06-02 06:57:00,1220660,4391500,UPDATE,39:20.7,Dimension Change.,,YEWA,YEWA,Kelsey Bell,Kelsey Bell,5,,Call,Call,1,1
2743,THNWA-00-15,2024-06-02 06:57:00,1220660,4439312,UPDATE,39:30.0,Dimension Change.,,YEWA,YEWA,Kelsey Bell,Kelsey Bell,4,,Song,Song,1,1
2743,THNWA-00-15,2024-06-02 06:57:00,1220660,4439201,UPDATE,39:37.7,Dimension Change.,,YEWA,YEWA,Kelsey Bell,Kelsey Bell,3,,Song,Song,1,1
2743,SDNWA-00-01,2018-05-24 05:57:00,1532406,4587421,UPDATE,13:19.0,Dimension Change.,,YEWA,YEWA,Kelsey Bell,Kelsey Bell,2,,Song,Song,1,1
2743,SDNWA-00-01,2018-05-24 05:57:00,1532406,4587177,UPDATE,13:44.8,Dimension Change.,,YEWA,YEWA,Kelsey Bell,Kelsey Bell,2,,Song,Song,1,1
2743,SDNWA-00-01,2018-05-24 05:57:00,1532406,4587145,UPDATE,14:15.2,Dimension Change.,,AMGO,AMGO,Kelsey Bell,Kelsey Bell,2,,Song,Call,1,1
2743,HSNWA-00-10,2020-06-27 04:44:00,1532325,4599905,UPDATE,16:56.6,Dimension Change.,,AMGO,AMGO,Kelsey Bell,Kelsey Bell,1,,Song,Song,1,1
2743,HSNWA-00-08,2020-06-28 05:48:00,1532322,4565632,UPDATE,23:00.2,Dimension Change.,,AMGO,AMGO,Kelsey Bell,Kelsey Bell,1,,Call,Call,1,1
2743,TWNWA-02-13,2024-05-28 06:56:00,1220840,4371238,UPDATE,23:56.3,Dimension Change.,,AMGO,AMGO,Kelsey Bell,Kelsey Bell,1,,Call,Call,1,1
2743,THNWA-00-11,2024-06-02 06:58:00,1220652,4387092,UPDATE,33:26.5,Dimension Change.,,AMRO,AMRO,Kelsey Bell,Kelsey Bell,2,,Song,Song,1,1
2743,MCNWA-00-01,2024-06-02 06:37:00,1220124,4364946,UPDATE,21:19.1,Dimension Change.,,BAOR,BAOR,Kelsey Bell,Kelsey Bell,1,,Song,Song,1,1
2743,TWNWA-02-14,2024-05-28 06:56:00,1220900,4371463,UPDATE,21:49.2,Dimension Change.,,BAOR,BAOR,Kelsey Bell,Kelsey Bell,1,,Song,Song,1,1
3001,13-UEV40-136,2024-06-13 07:29:00,1645684,4616473,UPDATE,45:14.2,Dimension Change.,,UNWA,UNWA,Erica Alex,Erica Alex,2,,Song,Song,1,1
2743,THNWA-00-04,2020-06-20 04:46:00,1532358,4720908,UPDATE,46:11.9,Dimension Change.,,HETH,HETH,Kelsey Bell,Kelsey Bell,1,,Song,Song,1,1
2743,LMNWA-01-09,2024-06-08 05:14:00,1498510,4559575,UPDATE,57:30.8,Dimension Change.,,BOBO,BOBO,Kelsey Bell,Kelsey Bell,1,,Song,Song,1,1
3001,586--279-3,2024-05-31 03:38:00,1689952,4731650,UPDATE,58:23.1,Dimension Change.,,CHSP,CHSP,Erica Alex,Erica Alex,1,,Song,Song,1,1
2743,LMNWA-01-08,2024-06-15 06:33:00,1498508,4559422,UPDATE,59:51.8,Dimension Change.,,PUMA,PUMA,Kelsey Bell,Kelsey Bell,1,,Song,Song,1,1
3001,585--276-5,2024-05-30 03:40:00,1645518,4626806,UPDATE,01:48.4,Dimension Change.,,PAWA,PAWA,Erica Alex,Erica Alex,1,,Song,Song,1,1
2743,THNWA-00-05,2020-06-21 06:15:00,1532337,4719538,UPDATE,07:06.7,Dimension Change.,,RUGR,RUGR,Kelsey Bell,Kelsey Bell,1,,Song,Song,1,1
2743,THNWA-00-18,2024-06-02 06:57:00,1220666,4406053,UPDATE,08:11.5,Dimension Change.,,RUGR,RUGR,Kelsey Bell,Kelsey Bell,1,,Song,Song,1,1
2743,THNWA-00-17,2024-06-02 06:57:00,1220664,4389374,UPDATE,09:50.0,Dimension Change.,,RUGR,RUGR,Kelsey Bell,Kelsey Bell,1,,Song,Song,1,1
2743,THNWA-00-12,2024-06-02 06:58:00,1220653,4398398,UPDATE,10:49.8,Dimension Change.,,RUGR,RUGR,Kelsey Bell,Kelsey Bell,1,,Song,Song,1,1
2743,HSNWA-00-10,2020-06-28 05:35:00,1532324,4565674,UPDATE,14:05.7,Dimension Change.,,BBMA,BBMA,Kelsey Bell,Kelsey Bell,1,,Song,Call,1,1
3001,578--277-4,2024-05-30 04:40:00,1645485,4729847,UPDATE,20:43.6,Dimension Change.,,TEWA,TEWA,Erica Alex,Erica Alex,1,,Song,Song,1,1
2743,HSNWA-00-06,2024-06-18 04:21:00,1219752,,UPDATE,20:53.7,Dimension Change.,,GHOW,GHOW,Kelsey Bell,Kelsey Bell,1,,Song,,1,
3001,13-UCU90-32,2024-05-28 04:48:00,1689932,4626813,UPDATE,23:44.2,Dimension Change.,,AMRE,AMRE,Erica Alex,Erica Alex,5,,Song,Song,1,1
3001,561--266-4,2024-06-01 07:45:00,1645634,4587191,UPDATE,31:24.5,Dimension Change.,,AMRE,AMRE,Erica Alex,Erica Alex,1,,Song,Song,1,1
3001,13-UCU90-32,2024-05-28 04:48:00,1689932,4626818,UPDATE,34:13.1,Dimension Change.,,BAWW,BAWW,Erica Alex,Erica Alex,5,,Song,Song,1,1
3001,578--277-3,2024-06-09 09:04:00,1645617,4739578,UPDATE,35:24.8,Dimension Change.,,BAWW,BAWW,Erica Alex,Erica Alex,1,,Song,Song,1,1
3001,561--266-4,2024-06-14 08:38:00,1691334,4636131,UPDATE,39:41.9,Dimension Change.,,AMRE,AMRE,Erica Alex,Erica Alex,1,,Song,Song,1,1
3001,580--271-33,2024-06-02 06:10:00,1645595,4660002,UPDATE,43:14.9,Dimension Change.,,YHBL,YHBL,Erica Alex,Erica Alex,1,,Song,Song,1,1
3001,13-UDU27-36,2024-06-09 09:09:00,1645745,4663331,UPDATE,46:01.0,Dimension Change.,,BWHA,BWHA,Erica Alex,Erica Alex,1,,Song,Call,1,1
3001,13-UEV63-46,2024-06-09 04:28:00,1645655,4591499,UPDATE,59:01.4,Dimension Change.,,BLBW,BLBW,Erica Alex,Erica Alex,1,,Song,Song,1,1
3001,13-UEV40-136,2024-06-13 07:29:00,1645684,4616498,UPDATE,06:39.3,Dimension Change.,,YRWA,YRWA,Erica Alex,Erica Alex,2,,Song,Song,1,1
3001,13-UEV40-136,2024-06-13 07:29:00,1645684,4616482,UPDATE,10:42.4,Dimension Change.,,CSWA,CSWA,Erica Alex,Erica Alex,2,,Song,Song,1,1
3001,13-UDU17-34,2024-05-31 05:46:00,1645726,4584908,UPDATE,15:14.6,Dimension Change.,,UNWA,UNWA,Erica Alex,Erica Alex,1,,Song,Song,1,1
3001,13-UEV50-33,2024-05-30 05:37:00,1645658,4593504,UPDATE,27:56.0,Dimension Change.,,UNPA,UNPA,Erica Alex,Erica Alex,2,,Song,Song,1,1
3001,586--279-4,2024-06-05 04:34:00,1644497,4593349,UPDATE,28:38.5,Dimension Change.,,UNPA,UNPA,Erica Alex,Erica Alex,2,,Song,Song,1,1
3001,586--276-3,2024-06-10 07:03:00,1645562,4577759,UPDATE,34:14.5,Dimension Change.,,SWSP,SWSP,Erica Alex,Erica Alex,1,,Song,Song,1,1
3001,586--279-3,2024-06-06 08:03:00,1645532,4659929,UPDATE,36:02.1,Dimension Change.,,SWSP,SWSP,Erica Alex,Erica Alex,1,,Song,Song,1,1
3001,586--276-2,2024-06-03 07:06:00,1645551,4577699,UPDATE,47:26.4,Dimension Change.,,UNTR,UNTR,Erica Alex,Erica Alex,1,,Song,Song,1,1
2743,BRNWA-00-03,2017-05-27 05:57:00,1532343,4600934,UPDATE,05:45.7,Dimension Change.,,MAWR,MAWR,Kelsey Bell,Kelsey Bell,4,,Song,Song,1,1
2743,BRNWA-00-03,2017-05-27 05:57:00,1532343,4600925,UPDATE,05:50.9,Dimension Change.,,MAWR,MAWR,Kelsey Bell,Kelsey Bell,3,,Song,Song,1,1
2743,BRNWA-00-03,2017-05-27 05:57:00,1532343,4600918,UPDATE,05:56.4,Dimension Change.,,MAWR,MAWR,Kelsey Bell,Kelsey Bell,2,,Song,Song,1,1
2743,BRNWA-00-03,2017-05-27 05:57:00,1532343,4600915,UPDATE,06:14.2,Dimension Change.,,MAWR,MAWR,Kelsey Bell,Kelsey Bell,1,,Song,Song,1,1
2743,LMNWA-00-03,2017-06-11 05:39:00,1532350,4568414,UPDATE,16:07.8,Dimension Change.,,KILL,KILL,Kelsey Bell,Kelsey Bell,1,,Call,Call,1,1
2743,LMNWA-00-03,2017-06-11 05:39:00,1532350,4568413,UPDATE,16:20.9,Dimension Change.,,BRBL,BRBL,Kelsey Bell,Kelsey Bell,2,,Song,Song,1,1
2743,THNWA-00-02,2020-06-20 04:32:00,1532333,4718119,UPDATE,35:09.0,Dimension Change.,,RBGR,RBGR,Kelsey Bell,Kelsey Bell,2,,Song,Song,1,1
2743,MCNWA-00-10,2024-06-02 06:37:00,1220340,,UPDATE,02:16.4,Dimension Change.,,AMBI,AMBI,Kelsey Bell,Kelsey Bell,1,,Song,,1,
2913,SNAS-07-03,2024-05-26 05:52:00,1390027,4390555,UPDATE,13:23.4,Dimension Change.,,GWTE,GWTE,Sachiko L Schott,Sachiko L Schott,1,,Song,Song,1,1
2913,SNAS-12-11,2024-05-28 05:51:00,1390115,4447331,UPDATE,14:21.6,Dimension Change.,,GWTE,GWTE,Sachiko L Schott,Sachiko L Schott,1,,Song,Song,1,1
2913,SNAS-T2-06,2024-05-28 06:51:00,1389927,4424915,UPDATE,14:57.5,Dimension Change.,,GWTE,GWTE,Sachiko L Schott,Sachiko L Schott,1,,Song,Song,1,1
2913,SNAS-03-09,2024-05-28 07:20:00,1389833,4458132,UPDATE,16:58.1,Dimension Change.,,GWTE,GWTE,Sachiko L Schott,Sachiko L Schott,1,,Song,Song,1,1
2913,SNAS-03-01,2024-05-28 07:20:00,1389829,4457991,UPDATE,18:25.9,Dimension Change.,,GWTE,GWTE,Sachiko L Schott,Sachiko L Schott,2,,Song,Call,1,1
2913,SNAS-03-01,2024-05-28 07:20:00,1389829,4457990,UPDATE,19:42.3,Dimension Change.,,GWTE,GWTE,Sachiko L Schott,Sachiko L Schott,1,,Song,Call,1,1
2913,SNAS-05-09,2024-06-08 05:14:00,1390006,4496478,UPDATE,20:51.1,Dimension Change.,,GWTE,GWTE,Sachiko L Schott,Sachiko L Schott,1,,Song,Call,1,1
2913,SNAS-02-01,2024-06-09 05:44:00,1389946,4384216,UPDATE,21:37.1,Dimension Change.,,GWTE,GWTE,Sachiko L Schott,Sachiko L Schott,1,,Song,Song,1,1
2913,SNAS-09-05,2024-06-17 05:13:00,1390057,4410531,UPDATE,22:44.2,Dimension Change.,,GWTE,GWTE,Sachiko L Schott,Sachiko L Schott,1,,Song,Call,1,1
2913,SNAS-12-03,2024-05-27 04:52:00,1390107,4446324,UPDATE,30:38.2,Dimension Change.,,NSHO,NSHO,Sachiko L Schott,Sachiko L Schott,1,,Song,Call,1,1
2913,SNAS-04-16,2024-05-31 04:48:00,1389995,4496308,UPDATE,41:38.1,Dimension Change.,,NSHO,NSHO,Sachiko L Schott,Sachiko L Schott,1,,Song,Call,1,1
2913,SNAS-01-14,2024-06-23 05:14:00,1389942,4383848,UPDATE,42:25.3,Dimension Change.,,NSHO,NSHO,Sachiko L Schott,Sachiko L Schott,1,,Song,Call,1,1
2913,SNAS-12-11,2024-05-27 04:52:00,1390113,4482776,UPDATE,09:05.5,Dimension Change.,,PBGR,PBGR,Sachiko L Schott,Sachiko L Schott,1,,Song,Song,1,1
2913,SNAS-04-03,2024-05-31 04:48:00,1389981,4759956,UPDATE,09:57.1,Dimension Change.,,PBGR,PBGR,Sachiko L Schott,Sachiko L Schott,1,,Song,Song,1,1
2913,SNAS-13-14,2024-06-17 06:43:00,1390129,4680367,UPDATE,11:10.4,Dimension Change.,,PBGR,PBGR,Sachiko L Schott,Sachiko L Schott,1,,Song,Song,1,1
2913,SNAS-11-09,2024-06-22 06:44:00,1390099,4473825,UPDATE,13:30.9,Dimension Change.,,PBGR,PBGR,Sachiko L Schott,Sachiko L Schott,1,,Song,Song,1,1
2913,SNAS-11-14,2024-06-22 06:44:00,1390101,4442905,UPDATE,13:54.9,Dimension Change.,,PBGR,PBGR,Sachiko L Schott,Sachiko L Schott,1,,Song,Song,1,1
2913,SNAS-01-11,2024-06-23 05:14:00,1389940,4729753,UPDATE,14:33.3,Dimension Change.,,PBGR,PBGR,Sachiko L Schott,Sachiko L Schott,1,,Song,Song,1,1
